sample.no,year,date,sanctuary,status,site.new,complexity,algal.cover,size.class,count
315,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
316,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
317,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,3,2,sub.legal,2
318,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,0,sub.legal,2
319,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,1
320,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
321,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,3,sub.legal,0
322,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,0
323,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
324,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
325,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,0
326,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
327,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
328,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
329,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,1
330,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
331,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
332,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,0,sub.legal,1
333,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
334,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,3,sub.legal,0
335,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,0
336,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,0,sub.legal,0
337,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,0
338,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,0,sub.legal,3
339,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,0
340,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,0
341,2014,2014-01-27,Armstrong Bay,Fished,Geordie Bay.Fished,2,1,sub.legal,0
342,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,2,sub.legal,0
343,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,1,sub.legal,1
344,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
345,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
346,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
347,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,2,sub.legal,0
348,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,1
349,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,3,sub.legal,0
350,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,1
351,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
352,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,2,sub.legal,0
353,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,4,1,sub.legal,0
354,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,0,sub.legal,0
355,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,1,1,sub.legal,1
356,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,1
357,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,0,sub.legal,3
358,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,4,2,sub.legal,0
359,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
360,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,1,sub.legal,1
361,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,3
362,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
363,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
364,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,3,sub.legal,0
365,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
366,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,2,sub.legal,0
367,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,2,3,sub.legal,0
368,2014,2014-01-27,Green Island,Fished,West Salmon.Fished,3,0,sub.legal,0
369,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,sub.legal,0
370,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,sub.legal,0
371,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,sub.legal,0
372,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,2,sub.legal,2
373,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,3,sub.legal,0
374,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,3,sub.legal,0
375,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,3,sub.legal,0
376,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,3,sub.legal,3
377,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,2,sub.legal,1
378,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,sub.legal,0
379,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,sub.legal,1
380,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,2,sub.legal,1
381,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,1,3,sub.legal,0
382,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,1,0,sub.legal,1
383,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,0,sub.legal,0
384,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,0,sub.legal,0
385,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,0,sub.legal,5
386,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,4,1,sub.legal,0
387,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,sub.legal,2
388,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,0,sub.legal,0
389,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,sub.legal,0
390,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,sub.legal,0
391,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,1,sub.legal,1
392,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,3,1,sub.legal,0
393,2014,2014-01-27,Green Island,Fished,Strickland Bay.Fished,2,3,sub.legal,0
394,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
395,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
396,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
397,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
398,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
399,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,2,sub.legal,0
400,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,1
401,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,1,sub.legal,2
402,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,2,sub.legal,0
403,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,sub.legal,0
404,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,sub.legal,0
405,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,2,sub.legal,0
406,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,2,sub.legal,1
407,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,sub.legal,0
408,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,1
409,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,sub.legal,1
410,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,1
411,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,5
412,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,0
413,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,0,1,sub.legal,0
414,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,0,2,sub.legal,0
415,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
416,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,3
417,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,1,sub.legal,3
418,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,2
419,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,sub.legal,0
420,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,sub.legal,0
421,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,2
422,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,0,2,sub.legal,0
423,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,3,sub.legal,0
424,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,1,1,sub.legal,0
425,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,3
426,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,1,sub.legal,0
427,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,2
428,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,0
429,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,2
430,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,0
431,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,3,2,sub.legal,3
432,2015,2015-01-22,Armstrong Bay,No-take,Little Armstrong.No-take,2,2,sub.legal,2
433,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,sub.legal,0
434,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,sub.legal,0
435,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,1,sub.legal,0
436,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,0,2,sub.legal,0
437,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
438,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,2,sub.legal,0
439,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,sub.legal,0
440,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,sub.legal,0
441,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,2,sub.legal,0
442,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
443,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,3
444,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,0
445,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
446,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,4
447,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
448,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,1,sub.legal,3
449,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,1,sub.legal,0
450,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,1,sub.legal,0
451,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,1,2,sub.legal,0
452,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,2,2,sub.legal,0
453,2015,2015-01-29,Armstrong Bay,Fished,City of York.Fished,3,2,sub.legal,2
454,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
455,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,sub.legal,0
456,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,sub.legal,0
457,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
458,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
459,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,sub.legal,6
460,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
461,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,sub.legal,1
462,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,1
463,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,sub.legal,2
464,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
465,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
466,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,sub.legal,0
467,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,2,1,sub.legal,0
468,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,1
469,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,2,sub.legal,2
470,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,3,sub.legal,0
471,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,0,2,sub.legal,0
472,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,sub.legal,1
473,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
474,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
475,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,1,sub.legal,5
476,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,3,sub.legal,1
477,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,1,sub.legal,1
478,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,1
479,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
480,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,sub.legal,0
481,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,3
482,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,2,sub.legal,0
483,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,2,sub.legal,0
484,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,0,2,sub.legal,0
485,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,sub.legal,0
486,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,1,1,sub.legal,0
487,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,2,sub.legal,4
488,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,sub.legal,0
489,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,4,1,sub.legal,0
490,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,sub.legal,6
491,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,sub.legal,3
492,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,3,1,sub.legal,9
493,2015,2015-01-25,Armstrong Bay,Fished,Ricey Beach.Fished,2,2,sub.legal,0
494,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,1
495,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,2
496,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,sub.legal,0
497,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,sub.legal,0
498,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,0
499,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
500,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,4,3,sub.legal,0
501,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,3,sub.legal,0
502,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,0,0,sub.legal,0
503,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,sub.legal,0
504,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,sub.legal,0
505,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,sub.legal,0
506,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,1,sub.legal,3
507,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,2,2,sub.legal,0
508,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,2,3,sub.legal,0
509,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,1,sub.legal,0
510,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,0,2,sub.legal,0
511,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,3,sub.legal,1
512,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,1,2,sub.legal,0
513,2015,2015-01-23,Armstrong Bay,Fished,Parakeet Bay.Fished,3,2,sub.legal,0
514,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,0
515,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,2,sub.legal,3
516,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
517,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
518,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
519,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
520,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
521,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
522,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
523,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
524,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
525,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,sub.legal,0
526,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,0
527,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,sub.legal,23
528,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,2,sub.legal,0
529,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,3,sub.legal,1
530,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,0
531,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,2,sub.legal,0
532,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,1
533,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,1,sub.legal,0
534,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,sub.legal,0
535,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
536,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,0
537,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,1,sub.legal,1
538,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,5
539,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,6
540,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
541,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,1
542,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
543,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,1,sub.legal,7
544,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,3,sub.legal,0
545,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,2,2,sub.legal,0
546,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,1,sub.legal,0
547,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,2,sub.legal,0
548,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,0,3,sub.legal,0
549,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,3,0,sub.legal,0
550,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,1,0,sub.legal,0
551,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,sub.legal,0
552,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,sub.legal,1
553,2015,2015-01-23,Armstrong Bay,Fished,Geordie Bay.Fished,4,2,sub.legal,0
554,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,3,sub.legal,0
555,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,3,sub.legal,1
556,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,3,sub.legal,0
557,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,3,sub.legal,4
558,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,sub.legal,0
559,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,0,3,sub.legal,0
560,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,4,2,sub.legal,0
561,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,sub.legal,0
562,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,sub.legal,0
563,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,0,1,sub.legal,0
564,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,sub.legal,0
565,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,sub.legal,0
566,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,2,sub.legal,1
567,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,1,sub.legal,2
568,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,sub.legal,4
569,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,sub.legal,3
570,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,3,sub.legal,1
571,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,0,1,sub.legal,0
572,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,sub.legal,2
573,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,2,sub.legal,0
574,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,sub.legal,2
575,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,sub.legal,1
576,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,1,sub.legal,1
577,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,sub.legal,0
578,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,2,1,sub.legal,0
579,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,sub.legal,0
580,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,sub.legal,3
581,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,sub.legal,1
582,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,1,1,sub.legal,0
583,2015,2015-01-24,Parker Point,No-take,Salmon Bay.No-take,3,1,sub.legal,4
584,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,4,sub.legal,0
585,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,3
586,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,sub.legal,0
587,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,1,sub.legal,3
588,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,3,1,sub.legal,1
589,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,sub.legal,0
590,2015,2015-01-25,Green Island,No-take,Mary Cove.No-take,1,2,sub.legal,0
