"row.id","length.mm","","sanctuary","status","site"
516,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
517,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
518,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
519,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
520,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
521,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
522,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
523,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
524,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
525,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
526,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
527,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
528,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
529,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
530,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
531,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
532,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
533,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
534,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
535,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
536,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
537,80,NA,"Parker_Pt","No-take","Little Salmon_Bay"
538,70,NA,"Parker_Pt","No-take","Little Salmon_Bay"
539,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
540,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
541,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
542,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
543,80,NA,"Parker_Pt","No-take","Little Salmon_Bay"
544,80,NA,"Parker_Pt","No-take","Little Salmon_Bay"
545,70,NA,"Parker_Pt","No-take","Little Salmon_Bay"
546,50,NA,"Parker_Pt","No-take","Little Salmon_Bay"
547,50,NA,"Parker_Pt","No-take","Little Salmon_Bay"
548,50,NA,"Parker_Pt","No-take","Little Salmon_Bay"
549,150,NA,"Parker_Pt","No-take","Little Salmon_Bay"
550,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
551,200,NA,"Parker_Pt","No-take","Little Salmon_Bay"
552,140,NA,"Parker_Pt","No-take","Little Salmon_Bay"
553,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
554,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
555,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
556,150,NA,"Parker_Pt","No-take","Little Salmon_Bay"
557,150,NA,"Parker_Pt","No-take","Little Salmon_Bay"
558,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
559,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
560,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
561,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
562,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
563,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
564,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
565,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
566,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
567,140,NA,"Parker_Pt","No-take","Little Salmon_Bay"
568,140,NA,"Parker_Pt","No-take","Little Salmon_Bay"
569,140,NA,"Parker_Pt","No-take","Little Salmon_Bay"
570,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
571,350,NA,"Parker_Pt","No-take","Little Salmon_Bay"
572,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
573,80,NA,"Parker_Pt","No-take","Little Salmon_Bay"
574,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
575,60,NA,"Parker_Pt","No-take","Little Salmon_Bay"
576,80,NA,"Parker_Pt","No-take","Little Salmon_Bay"
577,70,NA,"Parker_Pt","No-take","Little Salmon_Bay"
578,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
579,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
580,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
581,250,NA,"Parker_Pt","No-take","Little Salmon_Bay"
582,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
583,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
584,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
585,95,NA,"Parker_Pt","No-take","Little Salmon_Bay"
586,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
587,150,NA,"Parker_Pt","No-take","Little Salmon_Bay"
588,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
589,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
590,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
591,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
592,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
593,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
594,105,NA,"Parker_Pt","No-take","Little Salmon_Bay"
595,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
596,220,NA,"Parker_Pt","No-take","Little Salmon_Bay"
597,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
598,90,NA,"Parker_Pt","No-take","Little Salmon_Bay"
599,250,NA,"Parker_Pt","No-take","Little Salmon_Bay"
600,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
601,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
602,200,NA,"Parker_Pt","No-take","Little Salmon_Bay"
603,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
604,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
605,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
606,70,NA,"Parker_Pt","No-take","Little Salmon_Bay"
607,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
608,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
609,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
610,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
611,130,NA,"Armstrong","No-take","Little_Armstrong_Bay"
612,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
613,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
614,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
615,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
616,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
617,400,NA,"Armstrong","No-take","Little_Armstrong_Bay"
618,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
619,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
620,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
621,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
622,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
623,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
624,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
625,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
626,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
627,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
628,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
629,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
630,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
631,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
632,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
633,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
634,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
635,300,NA,"Armstrong","No-take","Little_Armstrong_Bay"
636,170,NA,"Armstrong","No-take","Little_Armstrong_Bay"
637,170,NA,"Armstrong","No-take","Little_Armstrong_Bay"
638,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
639,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
640,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
641,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
642,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
643,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
644,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
645,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
646,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
647,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
648,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
649,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
650,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
651,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
652,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
653,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
654,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
655,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
656,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
657,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
658,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
659,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
660,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
661,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
662,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
663,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
664,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
665,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
666,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
667,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
668,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
669,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
670,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
671,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
672,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
673,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
674,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
675,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
676,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
677,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
678,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
679,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
680,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
681,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
682,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
683,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
684,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
685,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
686,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
687,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
688,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
689,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
690,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
691,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
692,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
693,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
694,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
695,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
696,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
697,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
698,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
699,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
700,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
701,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
702,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
703,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
704,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
705,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
706,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
707,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
708,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
709,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
710,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
711,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
712,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
713,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
714,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
715,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
716,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
717,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
718,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
719,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
720,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
721,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
722,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
723,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
724,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
725,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
726,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
727,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
728,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
729,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
730,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
731,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
732,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
733,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
734,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
735,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
736,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
737,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
738,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
739,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
740,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
741,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
742,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
743,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
744,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
745,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
746,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
747,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
748,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
749,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
750,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
751,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
752,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
753,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
754,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
755,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
756,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
757,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
758,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
759,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
760,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
761,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
762,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
763,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
764,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
765,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
766,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
767,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
768,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
769,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
770,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
771,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
772,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
773,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
774,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
775,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
776,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
777,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
778,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
779,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
780,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
781,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
782,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
783,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
784,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
785,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
786,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
787,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
788,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
789,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
790,250,NA,"Armstrong","No-take","Little_Armstrong_Bay"
791,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
792,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
793,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
794,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
795,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
796,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
797,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
798,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
799,350,NA,"Armstrong","No-take","Little_Armstrong_Bay"
802,300,NA,"Armstrong","No-take","Little_Armstrong_Bay"
803,300,NA,"Armstrong","No-take","Little_Armstrong_Bay"
804,250,NA,"Armstrong","No-take","Little_Armstrong_Bay"
805,180,NA,"Armstrong","No-take","Little_Armstrong_Bay"
806,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
807,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
808,160,NA,"Armstrong","No-take","Little_Armstrong_Bay"
809,200,NA,"Armstrong","No-take","Little_Armstrong_Bay"
810,300,NA,"Armstrong","No-take","Little_Armstrong_Bay"
811,180,NA,"Armstrong","No-take","Little_Armstrong_Bay"
812,350,NA,"Armstrong","No-take","Little_Armstrong_Bay"
813,180,NA,"Armstrong","No-take","Little_Armstrong_Bay"
814,120,NA,"Armstrong","No-take","Little_Armstrong_Bay"
815,110,NA,"Armstrong","No-take","Little_Armstrong_Bay"
816,280,NA,"Armstrong","No-take","Little_Armstrong_Bay"
817,300,NA,"Armstrong","No-take","Little_Armstrong_Bay"
818,180,NA,"Armstrong","No-take","Little_Armstrong_Bay"
819,110,NA,"Armstrong","No-take","Little_Armstrong_Bay"
820,120,NA,"Armstrong","No-take","Little_Armstrong_Bay"
821,75,NA,"Armstrong","No-take","Little_Armstrong_Bay"
822,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
823,80,NA,"Armstrong","No-take","Little_Armstrong_Bay"
824,80,NA,"Armstrong","No-take","Little_Armstrong_Bay"
825,80,NA,"Armstrong","No-take","Little_Armstrong_Bay"
826,90,NA,"Armstrong","No-take","Little_Armstrong_Bay"
827,90,NA,"Armstrong","No-take","Little_Armstrong_Bay"
828,90,NA,"Armstrong","No-take","Little_Armstrong_Bay"
829,100,NA,"Armstrong","No-take","Little_Armstrong_Bay"
830,70,NA,"Armstrong","No-take","Little_Armstrong_Bay"
831,120,NA,"Armstrong","No-take","Little_Armstrong_Bay"
832,280,NA,"Armstrong","No-take","Little_Armstrong_Bay"
833,190,NA,"Armstrong","No-take","Little_Armstrong_Bay"
834,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
835,130,NA,"Armstrong","No-take","Little_Armstrong_Bay"
836,220,NA,"Armstrong","No-take","Little_Armstrong_Bay"
837,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
838,160,NA,"Armstrong","No-take","Little_Armstrong_Bay"
839,180,NA,"Armstrong","No-take","Little_Armstrong_Bay"
840,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
841,110,NA,"Armstrong","No-take","Little_Armstrong_Bay"
842,180,NA,"Armstrong","No-take","Little_Armstrong_Bay"
843,150,NA,"Armstrong","No-take","Little_Armstrong_Bay"
844,160,NA,"Armstrong","No-take","Little_Armstrong_Bay"
845,110,NA,"Armstrong","No-take","Little_Armstrong_Bay"
847,100,NA,"Armstrong","Fished","Parakeet_Bay"
848,100,NA,"Armstrong","Fished","Parakeet_Bay"
849,100,NA,"Armstrong","Fished","Parakeet_Bay"
850,100,NA,"Armstrong","Fished","Parakeet_Bay"
851,100,NA,"Armstrong","Fished","Parakeet_Bay"
852,100,NA,"Armstrong","Fished","Parakeet_Bay"
853,100,NA,"Armstrong","Fished","Parakeet_Bay"
854,160,NA,"Armstrong","Fished","Parakeet_Bay"
855,160,NA,"Armstrong","Fished","Parakeet_Bay"
856,160,NA,"Armstrong","Fished","Parakeet_Bay"
857,150,NA,"Armstrong","Fished","Parakeet_Bay"
858,150,NA,"Armstrong","Fished","Parakeet_Bay"
859,150,NA,"Armstrong","Fished","Parakeet_Bay"
860,150,NA,"Armstrong","Fished","Parakeet_Bay"
861,150,NA,"Armstrong","Fished","Parakeet_Bay"
862,150,NA,"Armstrong","Fished","Parakeet_Bay"
863,150,NA,"Armstrong","Fished","Parakeet_Bay"
864,150,NA,"Armstrong","Fished","Parakeet_Bay"
865,150,NA,"Armstrong","Fished","Parakeet_Bay"
866,150,NA,"Armstrong","Fished","Parakeet_Bay"
867,150,NA,"Armstrong","Fished","Parakeet_Bay"
868,150,NA,"Armstrong","Fished","Parakeet_Bay"
870,160,NA,"Armstrong","Fished","Parakeet_Bay"
871,160,NA,"Armstrong","Fished","Parakeet_Bay"
872,160,NA,"Armstrong","Fished","Parakeet_Bay"
873,160,NA,"Armstrong","Fished","Parakeet_Bay"
874,160,NA,"Armstrong","Fished","Parakeet_Bay"
875,100,NA,"Armstrong","Fished","Parakeet_Bay"
876,100,NA,"Armstrong","Fished","Parakeet_Bay"
877,200,NA,"Armstrong","Fished","Parakeet_Bay"
878,250,NA,"Armstrong","Fished","Parakeet_Bay"
879,150,NA,"Armstrong","Fished","Longreach_Bay"
880,200,NA,"Armstrong","Fished","Longreach_Bay"
881,180,NA,"Armstrong","Fished","Longreach_Bay"
883,100,NA,"Armstrong","Fished","Longreach_Bay"
884,100,NA,"Armstrong","Fished","Longreach_Bay"
885,180,NA,"Armstrong","Fished","Longreach_Bay"
886,120,NA,"Armstrong","Fished","Longreach_Bay"
887,130,NA,"Armstrong","Fished","Longreach_Bay"
888,100,NA,"Armstrong","Fished","Longreach_Bay"
889,60,NA,"Armstrong","Fished","Longreach_Bay"
890,90,NA,"Armstrong","Fished","Longreach_Bay"
891,250,NA,"Armstrong","Fished","Longreach_Bay"
892,170,NA,"Armstrong","Fished","Longreach_Bay"
894,140,NA,"Armstrong","Fished","Parakeet_Bay"
895,120,NA,"Armstrong","Fished","Parakeet_Bay"
896,80,NA,"Armstrong","Fished","Parakeet_Bay"
897,90,NA,"Armstrong","Fished","Parakeet_Bay"
898,50,NA,"Armstrong","Fished","Parakeet_Bay"
899,90,NA,"Armstrong","Fished","Parakeet_Bay"
900,90,NA,"Armstrong","Fished","Parakeet_Bay"
901,90,NA,"Armstrong","Fished","Parakeet_Bay"
902,100,NA,"Armstrong","Fished","Parakeet_Bay"
903,100,NA,"Armstrong","Fished","Parakeet_Bay"
904,90,NA,"Armstrong","Fished","Parakeet_Bay"
905,90,NA,"Armstrong","Fished","Parakeet_Bay"
906,80,NA,"Armstrong","Fished","Parakeet_Bay"
908,200,NA,"Armstrong","Fished","Longreach_Bay"
909,200,NA,"Armstrong","Fished","Longreach_Bay"
911,250,NA,"Armstrong","Fished","Longreach_Bay"
912,300,NA,"Armstrong","Fished","Longreach_Bay"
913,100,NA,"Armstrong","Fished","Longreach_Bay"
914,100,NA,"Armstrong","Fished","Longreach_Bay"
916,200,NA,"Armstrong","Fished","Longreach_Bay"
917,200,NA,"Armstrong","Fished","Longreach_Bay"
918,150,NA,"Armstrong","Fished","Longreach_Bay"
919,150,NA,"Armstrong","Fished","Longreach_Bay"
920,150,NA,"Armstrong","Fished","Longreach_Bay"
921,150,NA,"Armstrong","Fished","Longreach_Bay"
922,150,NA,"Armstrong","Fished","Longreach_Bay"
923,100,NA,"Armstrong","Fished","Parakeet_Bay"
924,140,NA,"Armstrong","Fished","Parakeet_Bay"
925,140,NA,"Armstrong","Fished","Parakeet_Bay"
926,110,NA,"Armstrong","Fished","Parakeet_Bay"
927,150,NA,"Armstrong","Fished","Parakeet_Bay"
928,130,NA,"Armstrong","Fished","Parakeet_Bay"
929,100,NA,"Armstrong","Fished","Parakeet_Bay"
930,110,NA,"Armstrong","Fished","Parakeet_Bay"
931,130,NA,"Armstrong","Fished","Parakeet_Bay"
932,100,NA,"Armstrong","Fished","Parakeet_Bay"
933,100,NA,"Armstrong","Fished","Parakeet_Bay"
934,140,NA,"Armstrong","Fished","Parakeet_Bay"
935,130,NA,"Armstrong","Fished","Parakeet_Bay"
936,120,NA,"Armstrong","Fished","Longreach_Bay"
937,110,NA,"Armstrong","Fished","Longreach_Bay"
938,110,NA,"Armstrong","Fished","Longreach_Bay"
939,110,NA,"Armstrong","Fished","Longreach_Bay"
940,110,NA,"Armstrong","Fished","Longreach_Bay"
941,110,NA,"Armstrong","Fished","Longreach_Bay"
