"row.id","length.mm","","sanctuary","status","site"
319,150,NA,"Armstrong","Fished","Ricey_Beach"
320,150,NA,"Armstrong","Fished","Ricey_Beach"
321,150,NA,"Armstrong","Fished","Ricey_Beach"
322,150,NA,"Armstrong","Fished","Ricey_Beach"
323,350,NA,"Armstrong","Fished","Ricey_Beach"
325,150,NA,"Armstrong","Fished","Ricey_Beach"
326,150,NA,"Armstrong","Fished","Ricey_Beach"
327,150,NA,"Armstrong","Fished","Ricey_Beach"
328,150,NA,"Armstrong","Fished","Ricey_Beach"
329,150,NA,"Armstrong","Fished","Ricey_Beach"
330,220,NA,"Armstrong","Fished","Ricey_Beach"
331,75,NA,"Armstrong","Fished","Ricey_Beach"
332,70,NA,"Armstrong","Fished","Ricey_Beach"
333,60,NA,"Armstrong","Fished","Ricey_Beach"
334,50,NA,"Armstrong","Fished","Ricey_Beach"
335,90,NA,"Armstrong","Fished","Ricey_Beach"
336,60,NA,"Armstrong","Fished","Ricey_Beach"
337,70,NA,"Armstrong","Fished","Ricey_Beach"
338,100,NA,"Armstrong","Fished","Ricey_Beach"
339,220,NA,"Armstrong","Fished","Ricey_Beach"
340,250,NA,"Armstrong","Fished","Ricey_Beach"
341,150,NA,"Armstrong","Fished","Ricey_Beach"
342,50,NA,"Armstrong","Fished","Ricey_Beach"
343,60,NA,"Armstrong","Fished","Ricey_Beach"
344,70,NA,"Armstrong","Fished","Ricey_Beach"
345,95,NA,"Armstrong","Fished","Ricey_Beach"
346,55,NA,"Armstrong","Fished","Ricey_Beach"
347,100,NA,"Armstrong","Fished","Ricey_Beach"
348,150,NA,"Armstrong","Fished","Ricey_Beach"
349,75,NA,"Armstrong","Fished","Ricey_Beach"
350,60,NA,"Armstrong","Fished","Ricey_Beach"
351,80,NA,"Armstrong","Fished","Ricey_Beach"
352,75,NA,"Armstrong","Fished","Ricey_Beach"
353,60,NA,"Armstrong","Fished","Ricey_Beach"
354,100,NA,"Armstrong","Fished","Ricey_Beach"
355,65,NA,"Armstrong","Fished","Ricey_Beach"
356,90,NA,"Armstrong","Fished","Ricey_Beach"
357,75,NA,"Armstrong","Fished","Ricey_Beach"
358,100,NA,"Armstrong","Fished","Ricey_Beach"
359,60,NA,"Armstrong","Fished","Ricey_Beach"
360,80,NA,"Armstrong","Fished","Ricey_Beach"
361,50,NA,"Armstrong","Fished","Ricey_Beach"
362,200,NA,"Armstrong","Fished","Ricey_Beach"
363,220,NA,"Armstrong","Fished","Ricey_Beach"
364,75,NA,"Armstrong","Fished","Ricey_Beach"
365,70,NA,"Armstrong","Fished","Ricey_Beach"
366,55,NA,"Armstrong","Fished","Ricey_Beach"
367,80,NA,"Armstrong","Fished","Ricey_Beach"
368,30,NA,"Armstrong","Fished","Ricey_Beach"
369,120,NA,"Armstrong","Fished","Ricey_Beach"
370,130,NA,"Armstrong","Fished","Ricey_Beach"
371,50,NA,"Armstrong","Fished","Ricey_Beach"
372,60,NA,"Armstrong","Fished","Ricey_Beach"
373,60,NA,"Armstrong","Fished","Ricey_Beach"
374,60,NA,"Armstrong","Fished","Ricey_Beach"
375,50,NA,"Armstrong","Fished","Ricey_Beach"
376,90,NA,"Armstrong","Fished","Ricey_Beach"
377,80,NA,"Armstrong","Fished","Ricey_Beach"
378,85,NA,"Armstrong","Fished","Ricey_Beach"
379,70,NA,"Armstrong","Fished","Ricey_Beach"
380,50,NA,"Armstrong","Fished","Ricey_Beach"
381,55,NA,"Armstrong","Fished","Ricey_Beach"
382,50,NA,"Armstrong","Fished","Ricey_Beach"
383,55,NA,"Armstrong","Fished","Ricey_Beach"
384,150,NA,"Armstrong","Fished","Ricey_Beach"
385,50,NA,"Armstrong","Fished","Ricey_Beach"
386,60,NA,"Armstrong","Fished","Ricey_Beach"
387,70,NA,"Armstrong","Fished","Ricey_Beach"
388,55,NA,"Armstrong","Fished","Ricey_Beach"
389,75,NA,"Armstrong","Fished","Ricey_Beach"
390,65,NA,"Armstrong","Fished","Ricey_Beach"
391,50,NA,"Armstrong","Fished","Ricey_Beach"
392,190,NA,"Armstrong","Fished","Ricey_Beach"
393,55,NA,"Armstrong","Fished","Ricey_Beach"
394,60,NA,"Armstrong","Fished","Ricey_Beach"
395,50,NA,"Armstrong","Fished","Ricey_Beach"
396,70,NA,"Armstrong","Fished","Ricey_Beach"
397,80,NA,"Armstrong","Fished","Ricey_Beach"
398,60,NA,"Armstrong","Fished","Ricey_Beach"
399,80,NA,"Armstrong","Fished","Ricey_Beach"
400,70,NA,"Armstrong","Fished","Ricey_Beach"
401,100,NA,"Armstrong","Fished","Ricey_Beach"
402,90,NA,"Armstrong","Fished","Ricey_Beach"
403,75,NA,"Armstrong","Fished","Ricey_Beach"
404,60,NA,"Armstrong","Fished","Ricey_Beach"
405,50,NA,"Armstrong","Fished","Ricey_Beach"
406,120,NA,"Armstrong","Fished","Ricey_Beach"
407,95,NA,"Armstrong","Fished","Ricey_Beach"
408,80,NA,"Armstrong","Fished","Ricey_Beach"
409,70,NA,"Armstrong","Fished","Ricey_Beach"
410,70,NA,"Armstrong","Fished","Ricey_Beach"
411,60,NA,"Armstrong","Fished","Ricey_Beach"
412,50,NA,"Armstrong","Fished","Ricey_Beach"
413,50,NA,"Armstrong","Fished","Ricey_Beach"
414,60,NA,"Armstrong","Fished","Ricey_Beach"
415,220,NA,"Armstrong","Fished","Ricey_Beach"
416,200,NA,"Armstrong","Fished","Ricey_Beach"
417,120,NA,"Armstrong","Fished","Ricey_Beach"
418,110,NA,"Armstrong","Fished","Ricey_Beach"
419,120,NA,"Armstrong","Fished","Ricey_Beach"
420,80,NA,"Armstrong","Fished","Ricey_Beach"
421,90,NA,"Armstrong","Fished","Ricey_Beach"
422,100,NA,"Armstrong","Fished","Ricey_Beach"
423,250,NA,"Armstrong","Fished","Ricey_Beach"
424,180,NA,"Armstrong","Fished","Ricey_Beach"
425,130,NA,"Armstrong","Fished","Ricey_Beach"
426,110,NA,"Armstrong","Fished","Ricey_Beach"
427,150,NA,"Armstrong","Fished","Ricey_Beach"
428,190,NA,"Armstrong","Fished","Ricey_Beach"
429,170,NA,"Armstrong","Fished","Ricey_Beach"
430,180,NA,"Armstrong","Fished","Ricey_Beach"
431,160,NA,"Armstrong","Fished","Ricey_Beach"
432,160,NA,"Armstrong","Fished","Ricey_Beach"
433,160,NA,"Armstrong","Fished","Ricey_Beach"
434,160,NA,"Armstrong","Fished","Ricey_Beach"
435,150,NA,"Armstrong","Fished","Ricey_Beach"
436,150,NA,"Armstrong","Fished","Ricey_Beach"
437,150,NA,"Armstrong","Fished","Ricey_Beach"
438,110,NA,"Armstrong","Fished","Ricey_Beach"
439,110,NA,"Armstrong","Fished","Ricey_Beach"
440,110,NA,"Armstrong","Fished","Ricey_Beach"
441,110,NA,"Armstrong","Fished","Ricey_Beach"
442,100,NA,"Armstrong","Fished","Ricey_Beach"
443,100,NA,"Armstrong","Fished","Ricey_Beach"
444,200,NA,"Armstrong","Fished","Ricey_Beach"
445,200,NA,"Armstrong","Fished","Ricey_Beach"
446,150,NA,"Armstrong","Fished","Ricey_Beach"
447,180,NA,"Armstrong","Fished","Ricey_Beach"
448,180,NA,"Armstrong","Fished","Ricey_Beach"
449,280,NA,"Armstrong","Fished","Ricey_Beach"
450,130,NA,"Armstrong","Fished","Ricey_Beach"
451,130,NA,"Armstrong","Fished","Ricey_Beach"
452,130,NA,"Armstrong","Fished","Ricey_Beach"
453,150,NA,"Armstrong","Fished","Ricey_Beach"
454,150,NA,"Armstrong","Fished","Ricey_Beach"
455,180,NA,"Armstrong","Fished","Ricey_Beach"
456,180,NA,"Armstrong","Fished","Ricey_Beach"
457,300,NA,"Armstrong","Fished","Ricey_Beach"
458,80,NA,"Armstrong","Fished","Ricey_Beach"
459,80,NA,"Armstrong","Fished","Ricey_Beach"
460,70,NA,"Armstrong","Fished","Ricey_Beach"
461,80,NA,"Armstrong","Fished","Ricey_Beach"
462,80,NA,"Armstrong","Fished","Ricey_Beach"
463,80,NA,"Armstrong","Fished","Ricey_Beach"
464,90,NA,"Armstrong","Fished","Ricey_Beach"
465,290,NA,"Armstrong","Fished","Ricey_Beach"
466,220,NA,"Armstrong","Fished","Ricey_Beach"
467,130,NA,"Armstrong","Fished","Ricey_Beach"
468,140,NA,"Armstrong","Fished","Ricey_Beach"
469,180,NA,"Armstrong","Fished","Ricey_Beach"
470,170,NA,"Armstrong","Fished","Ricey_Beach"
471,290,NA,"Armstrong","Fished","Ricey_Beach"
472,270,NA,"Armstrong","Fished","Ricey_Beach"
473,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
474,250,NA,"Parker_Pt","No-take","Little Salmon_Bay"
475,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
476,400,NA,"Parker_Pt","No-take","Little Salmon_Bay"
477,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
478,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
479,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
480,80,NA,"Parker_Pt","No-take","Little Salmon_Bay"
481,150,NA,"Parker_Pt","No-take","Little Salmon_Bay"
482,380,NA,"Parker_Pt","No-take","Little Salmon_Bay"
483,60,NA,"Parker_Pt","No-take","Little Salmon_Bay"
484,60,NA,"Parker_Pt","No-take","Little Salmon_Bay"
485,350,NA,"Parker_Pt","No-take","Little Salmon_Bay"
486,420,NA,"Parker_Pt","No-take","Little Salmon_Bay"
487,240,NA,"Parker_Pt","No-take","Little Salmon_Bay"
488,240,NA,"Parker_Pt","No-take","Little Salmon_Bay"
489,210,NA,"Parker_Pt","No-take","Little Salmon_Bay"
490,200,NA,"Parker_Pt","No-take","Little Salmon_Bay"
491,280,NA,"Parker_Pt","No-take","Little Salmon_Bay"
492,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
493,150,NA,"Parker_Pt","No-take","Little Salmon_Bay"
494,150,NA,"Parker_Pt","No-take","Little Salmon_Bay"
495,290,NA,"Parker_Pt","No-take","Little Salmon_Bay"
496,140,NA,"Parker_Pt","No-take","Little Salmon_Bay"
497,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
498,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
499,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
500,200,NA,"Parker_Pt","No-take","Little Salmon_Bay"
501,110,NA,"Parker_Pt","No-take","Little Salmon_Bay"
502,310,NA,"Parker_Pt","No-take","Little Salmon_Bay"
503,120,NA,"Parker_Pt","No-take","Little Salmon_Bay"
504,100,NA,"Parker_Pt","No-take","Little Salmon_Bay"
505,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
506,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
507,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
508,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
509,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
510,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
511,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
512,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
513,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
514,180,NA,"Parker_Pt","No-take","Little Salmon_Bay"
515,130,NA,"Parker_Pt","No-take","Little Salmon_Bay"
