"transect.id","M","F","J","school.count","","sanctuary","status","group.id"
"No-take.Parker_Pt.East_Salmon.EP.2",0,6,0,4,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.EP"
"No-take.Parker_Pt.East_Salmon.EP.3",0,6,0,4,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.EP"
"No-take.Parker_Pt.East_Salmon.EP.4",0,7,0,1,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.EP"
"No-take.Parker_Pt.East_Salmon.EP.5",0,13,0,1,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.EP"
"No-take.Parker_Pt.East_Salmon.JAT.1",0,6,0,1,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.JAT"
"No-take.Parker_Pt.East_Salmon.JAT.2",0,7,0,4,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.JAT"
"No-take.Parker_Pt.East_Salmon.JAT.3",0,4,1,4,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.JAT"
"No-take.Parker_Pt.East_Salmon.JAT.4",1,19,0,9,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.JAT"
"No-take.Parker_Pt.East_Salmon.JAT.5",1,14,0,7,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.JAT"
"No-take.Parker_Pt.East_Salmon.ST.1",0,5,0,5,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.ST"
"No-take.Parker_Pt.East_Salmon.ST.2",0,4,0,4,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.ST"
"No-take.Parker_Pt.East_Salmon.ST.3",1,8,0,6,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.ST"
"No-take.Parker_Pt.East_Salmon.ST.4",0,1,0,1,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.ST"
"No-take.Parker_Pt.East_Salmon.ST.5",5,12,0,7,NA,"Parker_Pt","No-take","No-take.Parker_Pt.East_Salmon.ST"
"No-take.Parker_Pt.Little Salmon_Bay.AH.1",0,32,0,4,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.AH"
"No-take.Parker_Pt.Little Salmon_Bay.AH.2",0,9,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.AH"
"No-take.Parker_Pt.Little Salmon_Bay.AH.3",2,5,0,3,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.AH"
"No-take.Parker_Pt.Little Salmon_Bay.AH.4",1,17,1,4,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.AH"
"No-take.Parker_Pt.Little Salmon_Bay.AH.5",1,5,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.AH"
"No-take.Parker_Pt.Little Salmon_Bay.EAA.1",0,2,0,1,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.EAA"
"No-take.Parker_Pt.Little Salmon_Bay.EAA.2",1,5,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.EAA"
"No-take.Parker_Pt.Little Salmon_Bay.EAA.3",2,6,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.EAA"
"No-take.Parker_Pt.Little Salmon_Bay.EAA.4",0,7,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.EAA"
"No-take.Parker_Pt.Little Salmon_Bay.EAA.5",0,9,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.EAA"
"No-take.Parker_Pt.Little Salmon_Bay.JH.1",1,7,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.JH"
"No-take.Parker_Pt.Little Salmon_Bay.JH.2",0,10,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.JH"
"No-take.Parker_Pt.Little Salmon_Bay.JH.3",0,6,0,2,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.JH"
"No-take.Parker_Pt.Little Salmon_Bay.JH.4",0,5,1,1,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.JH"
"No-take.Parker_Pt.Little Salmon_Bay.JH.5",0,3,0,1,NA,"Parker_Pt","No-take","No-take.Parker_Pt.Little Salmon_Bay.JH"
