sanctuary,site,status,date,time,group.no,groupID,transect,length.mm,stage,school,comments,number,transect.id,school.id
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,JAT,5,120,F,22,NA,1,JAT.5,East_Salmon.5.JAT.22
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,JAT,5,130,F,23,NA,1,JAT.5,East_Salmon.5.JAT.23
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,JAT,5,300,F,24,NA,1,JAT.5,East_Salmon.5.JAT.24
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,JAT,5,120,F,24,NA,1,JAT.5,East_Salmon.5.JAT.24
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,JAT,5,180,F,24,NA,1,JAT.5,East_Salmon.5.JAT.24
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,JAT,5,120,F,25,NA,1,JAT.5,East_Salmon.5.JAT.25
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,JAT,5,150,F,25,NA,1,JAT.5,East_Salmon.5.JAT.25
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,1,75,F,1,started 9am,1,EP.1,East_Salmon.1.EP.1
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,1,70,F,1,NA,1,EP.1,East_Salmon.1.EP.1
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,1,70,F,1,NA,1,EP.1,East_Salmon.1.EP.1
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,2,50,F,2,NA,1,EP.2,East_Salmon.2.EP.2
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,2,50,F,3,NA,1,EP.2,East_Salmon.2.EP.3
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,2,60,F,4,NA,1,EP.2,East_Salmon.2.EP.4
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,2,50,F,5,NA,1,EP.2,East_Salmon.2.EP.5
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,2,60,F,5,NA,1,EP.2,East_Salmon.2.EP.5
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,2,200,F,5,NA,1,EP.2,East_Salmon.2.EP.5
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,3,60,F,6,NA,1,EP.3,East_Salmon.3.EP.6
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,3,70,F,6,NA,1,EP.3,East_Salmon.3.EP.6
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,3,70,F,6,NA,1,EP.3,East_Salmon.3.EP.6
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,3,100,F,7,NA,1,EP.3,East_Salmon.3.EP.7
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,3,90,F,8,NA,1,EP.3,East_Salmon.3.EP.8
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,3,85,F,9,NA,1,EP.3,East_Salmon.3.EP.9
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,4,80,F,10,NA,1,EP.4,East_Salmon.4.EP.10
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,4,50,F,10,NA,1,EP.4,East_Salmon.4.EP.10
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,4,100,F,10,NA,1,EP.4,East_Salmon.4.EP.10
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,4,150,F,10,NA,1,EP.4,East_Salmon.4.EP.10
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,4,60,F,10,NA,1,EP.4,East_Salmon.4.EP.10
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,4,60,F,10,NA,1,EP.4,East_Salmon.4.EP.10
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,4,60,F,10,NA,1,EP.4,East_Salmon.4.EP.10
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,50,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,60,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,60,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,80,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,90,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,100,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,50,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,75,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,60,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,120,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,130,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,40,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,900,1,EP,5,50,F,11,NA,1,EP.5,East_Salmon.5.EP.11
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,1,150,F,1,NA,1,ST.1,East_Salmon.1.ST.1
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,1,120,F,2,NA,1,ST.1,East_Salmon.1.ST.2
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,1,110,F,3,NA,1,ST.1,East_Salmon.1.ST.3
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,1,150,F,4,NA,1,ST.1,East_Salmon.1.ST.4
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,1,120,F,5,NA,1,ST.1,East_Salmon.1.ST.5
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,2,110,F,6,More sandy,1,ST.2,East_Salmon.2.ST.6
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,2,100,F,7,More sandy,1,ST.2,East_Salmon.2.ST.7
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,2,90,F,8,More sandy,1,ST.2,East_Salmon.2.ST.8
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,2,120,F,9,More sandy,1,ST.2,East_Salmon.2.ST.9
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,250,F,10,NA,1,ST.3,East_Salmon.3.ST.10
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,120,F,11,NA,1,ST.3,East_Salmon.3.ST.11
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,220,F,12,NA,1,ST.3,East_Salmon.3.ST.12
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,110,F,12,NA,1,ST.3,East_Salmon.3.ST.12
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,120,F,12,NA,1,ST.3,East_Salmon.3.ST.12
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,130,F,12,NA,1,ST.3,East_Salmon.3.ST.12
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,130,F,13,NA,1,ST.3,East_Salmon.3.ST.13
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,120,F,14,NA,1,ST.3,East_Salmon.3.ST.14
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,3,280,M,15,NA,1,ST.3,East_Salmon.3.ST.15
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,4,130,F,16,More reef than reef edge,1,ST.4,East_Salmon.4.ST.16
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,300,M,17,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.17
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,120,F,17,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.17
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,120,F,17,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.17
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,120,F,17,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.17
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,110,F,17,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.17
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,140,F,18,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.18
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,310,M,19,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.19
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,150,F,19,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.19
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,130,F,19,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.19
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,310,M,20,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.20
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,290,M,21,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.21
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,250,F,21,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.21
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,240,F,21,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.21
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,140,F,22,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.22
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,330,M,23,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.23
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,240,F,23,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.23
Parker_Pt,East_Salmon,No-take,1/17/2019,930,1,ST,5,130,F,23,Males appeared to increase in abundance with depth,1,ST.5,East_Salmon.5.ST.23
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,1,NA,NA,NA,NA,0,AT.1,Geordie_Bay.1.AT.NA
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,2,160,F,1,NA,1,AT.2,Geordie_Bay.2.AT.1
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,2,160,F,1,NA,1,AT.2,Geordie_Bay.2.AT.1
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,2,220,F,2,NA,1,AT.2,Geordie_Bay.2.AT.2
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,3,200,F,3,NA,1,AT.3,Geordie_Bay.3.AT.3
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,3,110,F,4,NA,1,AT.3,Geordie_Bay.3.AT.4
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,4,400,M,5,NA,1,AT.4,Geordie_Bay.4.AT.5
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,4,250,F,5,NA,1,AT.4,Geordie_Bay.4.AT.5
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,5,250,F,6,NA,1,AT.5,Geordie_Bay.5.AT.6
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,5,150,F,7,NA,1,AT.5,Geordie_Bay.5.AT.7
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,5,150,F,7,NA,1,AT.5,Geordie_Bay.5.AT.7
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,5,100,F,8,NA,1,AT.5,Geordie_Bay.5.AT.8
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,AT,5,150,F,8,NA,1,AT.5,Geordie_Bay.5.AT.8
Armstrong,Geordie_Bay,Fished,1/17/2019,1531,1,AT,5,100,F,8,NA,1,AT.5,Geordie_Bay.5.AT.8
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,EPJ,1,NA,NA,NA,NA,0,EPJ.1,Geordie_Bay.1.EPJ.NA
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,EPJ,2,NA,NA,NA,NA,0,EPJ.2,Geordie_Bay.2.EPJ.NA
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,EPJ,3,90,F,1,NA,1,EPJ.3,Geordie_Bay.3.EPJ.1
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,EPJ,3,90,F,2,NA,1,EPJ.3,Geordie_Bay.3.EPJ.2
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,EPJ,3,50,F,3,NA,1,EPJ.3,Geordie_Bay.3.EPJ.3
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,EPJ,4,NA,NA,NA,NA,0,EPJ.4,Geordie_Bay.4.EPJ.NA
Armstrong,Geordie_Bay,Fished,1/17/2019,1530,1,EPJ,5,NA,NA,NA,NA,0,EPJ.5,Geordie_Bay.5.EPJ.NA
Armstrong,Geordie_Bay,Fished,1/17/2019,1600,1,ST,1,110,F,1,NA,1,ST.1,Geordie_Bay.1.ST.1
Armstrong,Geordie_Bay,Fished,1/17/2019,1600,1,ST,1,90,F,2,NA,1,ST.1,Geordie_Bay.1.ST.2
Armstrong,Geordie_Bay,Fished,1/17/2019,1600,1,ST,1,170,F,3,NA,1,ST.1,Geordie_Bay.1.ST.3
Armstrong,Geordie_Bay,Fished,1/17/2019,1600,1,ST,1,150,F,4,NA,1,ST.1,Geordie_Bay.1.ST.4
Armstrong,Geordie_Bay,Fished,1/17/2019,1600,1,ST,2,NA,NA,NA,No bare sand,0,ST.2,Geordie_Bay.2.ST.NA
Armstrong,Geordie_Bay,Fished,1/17/2019,1600,1,ST,3,NA,NA,NA,No bare sand,0,ST.3,Geordie_Bay.3.ST.NA
Armstrong,Geordie_Bay,Fished,1/17/2019,1600,1,ST,4,NA,NA,NA,No bare sand,0,ST.4,Geordie_Bay.4.ST.NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,1,200,F,1,NA,1,AT.1,East_Strickland.1.AT.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,2,100,F,2,NA,1,AT.2,East_Strickland.2.AT.2
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,3,200,M,3,NA,1,AT.3,East_Strickland.3.AT.3
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,3,200,F,4,NA,1,AT.3,East_Strickland.3.AT.4
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,4,110,F,5,NA,1,AT.4,East_Strickland.4.AT.5
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA,1,AT.5,East_Strickland.5.AT.6
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA,1,AT.5,East_Strickland.5.AT.6
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA,1,AT.5,East_Strickland.5.AT.6
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA,1,AT.5,East_Strickland.5.AT.6
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA,1,AT.5,East_Strickland.5.AT.6
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,150,F,7,NA,1,AT.5,East_Strickland.5.AT.7
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,80,F,1,started 8.30am,1,EPJ.1,East_Strickland.1.EPJ.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,200,F,2,NA,1,EPJ.1,East_Strickland.1.EPJ.2
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,110,F,2,NA,1,EPJ.1,East_Strickland.1.EPJ.2
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,190,F,3,NA,1,EPJ.1,East_Strickland.1.EPJ.3
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,2,180,F,4,NA,1,EPJ.2,East_Strickland.2.EPJ.4
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,2,120,F,5,NA,1,EPJ.2,East_Strickland.2.EPJ.5
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,3,90,F,6,NA,1,EPJ.3,East_Strickland.3.EPJ.6
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,3,100,F,6,NA,1,EPJ.3,East_Strickland.3.EPJ.6
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,200,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,100,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,60,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,80,F,7,NA,1,EPJ.4,East_Strickland.4.EPJ.7
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,40,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,75,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,60,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,55,F,8,NA,1,EPJ.4,East_Strickland.4.EPJ.8
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,50,F,9,transect was a bit short due to conditions,1,EPJ.5,East_Strickland.5.EPJ.9
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,80,F,9,NA,1,EPJ.5,East_Strickland.5.EPJ.9
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,180,M,9,NA,1,EPJ.5,East_Strickland.5.EPJ.9
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,100,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,110,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,180,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,290,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,180,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,150,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,190,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,130,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,160,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,110,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,190,F,1,NA,1,ST.1,East_Strickland.1.ST.1
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,2,320,M,2,Mostly seagrass,1,ST.2,East_Strickland.2.ST.2
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,2,180,F,3,Mostly seagrass,1,ST.2,East_Strickland.2.ST.3
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,150,F,4,NA,1,ST.3,East_Strickland.3.ST.4
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,140,F,5,NA,1,ST.3,East_Strickland.3.ST.5
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,130,F,5,NA,1,ST.3,East_Strickland.3.ST.5
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,180,F,5,NA,1,ST.3,East_Strickland.3.ST.5
