sanctuary,status,group.id,transect.id,metric,count,sample.no
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.AH,No-take.Parker_Pt.Little Salmon_Bay.AH.4,F,17,213
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.AH,No-take.Parker_Pt.Little Salmon_Bay.AH.5,F,5,214
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.EAA,No-take.Parker_Pt.Little Salmon_Bay.EAA.1,F,2,215
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.EAA,No-take.Parker_Pt.Little Salmon_Bay.EAA.2,F,5,216
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.EAA,No-take.Parker_Pt.Little Salmon_Bay.EAA.3,F,6,217
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.EAA,No-take.Parker_Pt.Little Salmon_Bay.EAA.4,F,7,218
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.EAA,No-take.Parker_Pt.Little Salmon_Bay.EAA.5,F,9,219
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.JH,No-take.Parker_Pt.Little Salmon_Bay.JH.1,F,7,220
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.JH,No-take.Parker_Pt.Little Salmon_Bay.JH.2,F,10,221
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.JH,No-take.Parker_Pt.Little Salmon_Bay.JH.3,F,6,222
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.JH,No-take.Parker_Pt.Little Salmon_Bay.JH.4,F,5,223
Parker_Pt,No-take,No-take.Parker_Pt.Little Salmon_Bay.JH,No-take.Parker_Pt.Little Salmon_Bay.JH.5,F,3,224
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.BC,Fished.Armstrong.Catherine_Bay.BC.1,M,0,225
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.BC,Fished.Armstrong.Catherine_Bay.BC.2,M,0,226
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.BC,Fished.Armstrong.Catherine_Bay.BC.3,M,0,227
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.BC,Fished.Armstrong.Catherine_Bay.BC.4,M,0,228
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.BC,Fished.Armstrong.Catherine_Bay.BC.5,M,0,229
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.LS,Fished.Armstrong.Catherine_Bay.LS.1,M,1,230
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.LS,Fished.Armstrong.Catherine_Bay.LS.2,M,1,231
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.LS,Fished.Armstrong.Catherine_Bay.LS.3,M,0,232
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.LS,Fished.Armstrong.Catherine_Bay.LS.4,M,0,233
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.LS,Fished.Armstrong.Catherine_Bay.LS.5,M,1,234
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.SRJ,Fished.Armstrong.Catherine_Bay.SRJ.1,M,0,235
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.SRJ,Fished.Armstrong.Catherine_Bay.SRJ.2,M,0,236
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.SRJ,Fished.Armstrong.Catherine_Bay.SRJ.3,M,1,237
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.SRJ,Fished.Armstrong.Catherine_Bay.SRJ.4,M,0,238
Armstrong,Fished,Fished.Armstrong.Catherine_Bay.SRJ,Fished.Armstrong.Catherine_Bay.SRJ.5,M,0,239
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.AT,Fished.Armstrong.Geordie_Bay.AT.1,M,0,240
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.AT,Fished.Armstrong.Geordie_Bay.AT.2,M,0,241
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.AT,Fished.Armstrong.Geordie_Bay.AT.3,M,0,242
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.AT,Fished.Armstrong.Geordie_Bay.AT.4,M,1,243
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.AT,Fished.Armstrong.Geordie_Bay.AT.5,M,0,244
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.EPJ,Fished.Armstrong.Geordie_Bay.EPJ.1,M,0,245
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.EPJ,Fished.Armstrong.Geordie_Bay.EPJ.2,M,0,246
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.EPJ,Fished.Armstrong.Geordie_Bay.EPJ.3,M,0,247
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.EPJ,Fished.Armstrong.Geordie_Bay.EPJ.4,M,0,248
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.EPJ,Fished.Armstrong.Geordie_Bay.EPJ.5,M,0,249
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.ST,Fished.Armstrong.Geordie_Bay.ST.1,M,0,250
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.ST,Fished.Armstrong.Geordie_Bay.ST.2,M,0,251
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.ST,Fished.Armstrong.Geordie_Bay.ST.3,M,0,252
Armstrong,Fished,Fished.Armstrong.Geordie_Bay.ST,Fished.Armstrong.Geordie_Bay.ST.4,M,0,253
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.AAE,Fished.Armstrong.Longreach_Bay.AAE.1,M,0,254
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.AAE,Fished.Armstrong.Longreach_Bay.AAE.2,M,0,255
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.AAE,Fished.Armstrong.Longreach_Bay.AAE.3,M,0,256
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.AAE,Fished.Armstrong.Longreach_Bay.AAE.4,M,0,257
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.AAE,Fished.Armstrong.Longreach_Bay.AAE.5,M,0,258
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.HA,Fished.Armstrong.Longreach_Bay.HA.1,M,0,259
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.HA,Fished.Armstrong.Longreach_Bay.HA.2,M,0,260
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.HA,Fished.Armstrong.Longreach_Bay.HA.3,M,1,261
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.HA,Fished.Armstrong.Longreach_Bay.HA.4,M,0,262
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.HA,Fished.Armstrong.Longreach_Bay.HA.5,M,0,263
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.JH,Fished.Armstrong.Longreach_Bay.JH.1,M,0,264
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.JH,Fished.Armstrong.Longreach_Bay.JH.2,M,0,265
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.JH,Fished.Armstrong.Longreach_Bay.JH.3,M,0,266
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.JH,Fished.Armstrong.Longreach_Bay.JH.4,M,0,267
Armstrong,Fished,Fished.Armstrong.Longreach_Bay.JH,Fished.Armstrong.Longreach_Bay.JH.5,M,0,268
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.AAE,Fished.Armstrong.Parakeet_Bay.AAE.1,M,0,269
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.AAE,Fished.Armstrong.Parakeet_Bay.AAE.2,M,0,270
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.AAE,Fished.Armstrong.Parakeet_Bay.AAE.3,M,0,271
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.AAE,Fished.Armstrong.Parakeet_Bay.AAE.4,M,0,272
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.AAE,Fished.Armstrong.Parakeet_Bay.AAE.5,M,0,273
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.HA,Fished.Armstrong.Parakeet_Bay.HA.1,M,0,274
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.HA,Fished.Armstrong.Parakeet_Bay.HA.2,M,0,275
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.HA,Fished.Armstrong.Parakeet_Bay.HA.3,M,0,276
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.HA,Fished.Armstrong.Parakeet_Bay.HA.4,M,0,277
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.HA,Fished.Armstrong.Parakeet_Bay.HA.5,M,0,278
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.JH,Fished.Armstrong.Parakeet_Bay.JH.1,M,0,279
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.JH,Fished.Armstrong.Parakeet_Bay.JH.2,M,0,280
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.JH,Fished.Armstrong.Parakeet_Bay.JH.3,M,0,281
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.JH,Fished.Armstrong.Parakeet_Bay.JH.4,M,0,282
Armstrong,Fished,Fished.Armstrong.Parakeet_Bay.JH,Fished.Armstrong.Parakeet_Bay.JH.5,M,0,283
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.AT,Fished.Armstrong.Ricey_Beach.AT.1,M,0,284
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.AT,Fished.Armstrong.Ricey_Beach.AT.2,M,0,285
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.AT,Fished.Armstrong.Ricey_Beach.AT.3,M,1,286
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.AT,Fished.Armstrong.Ricey_Beach.AT.4,M,0,287
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.AT,Fished.Armstrong.Ricey_Beach.AT.5,M,0,288
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.EPJ,Fished.Armstrong.Ricey_Beach.EPJ.1,M,1,289
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.EPJ,Fished.Armstrong.Ricey_Beach.EPJ.2,M,0,290
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.EPJ,Fished.Armstrong.Ricey_Beach.EPJ.3,M,0,291
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.EPJ,Fished.Armstrong.Ricey_Beach.EPJ.4,M,0,292
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.EPJ,Fished.Armstrong.Ricey_Beach.EPJ.5,M,0,293
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.ST,Fished.Armstrong.Ricey_Beach.ST.1,M,0,294
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.ST,Fished.Armstrong.Ricey_Beach.ST.2,M,0,295
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.ST,Fished.Armstrong.Ricey_Beach.ST.3,M,2,296
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.ST,Fished.Armstrong.Ricey_Beach.ST.4,M,2,297
Armstrong,Fished,Fished.Armstrong.Ricey_Beach.ST,Fished.Armstrong.Ricey_Beach.ST.5,M,1,298
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE,No-take.Armstrong.Little_Armstrong_Bay_East.AAE.1,M,0,299
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE,No-take.Armstrong.Little_Armstrong_Bay_East.AAE.2,M,1,300
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE,No-take.Armstrong.Little_Armstrong_Bay_East.AAE.3,M,1,301
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE,No-take.Armstrong.Little_Armstrong_Bay_East.AAE.4,M,0,302
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE,No-take.Armstrong.Little_Armstrong_Bay_East.AAE.5,M,0,303
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2.1,M,0,304
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2.2,M,0,305
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2.3,M,0,306
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2.4,M,1,307
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2,No-take.Armstrong.Little_Armstrong_Bay_East.AAE2.5,M,0,308
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.THJ,No-take.Armstrong.Little_Armstrong_Bay_East.THJ.1,M,1,309
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.THJ,No-take.Armstrong.Little_Armstrong_Bay_East.THJ.2,M,0,310
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.THJ,No-take.Armstrong.Little_Armstrong_Bay_East.THJ.3,M,0,311
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.THJ,No-take.Armstrong.Little_Armstrong_Bay_East.THJ.4,M,0,312
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_East.THJ,No-take.Armstrong.Little_Armstrong_Bay_East.THJ.5,M,0,313
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA1,No-take.Armstrong.Little_Armstrong_Bay_West.HA1.1,M,0,314
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA1,No-take.Armstrong.Little_Armstrong_Bay_West.HA1.2,M,0,315
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA1,No-take.Armstrong.Little_Armstrong_Bay_West.HA1.3,M,0,316
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA1,No-take.Armstrong.Little_Armstrong_Bay_West.HA1.4,M,0,317
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA1,No-take.Armstrong.Little_Armstrong_Bay_West.HA1.5,M,0,318
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA2,No-take.Armstrong.Little_Armstrong_Bay_West.HA2.1,M,0,319
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA2,No-take.Armstrong.Little_Armstrong_Bay_West.HA2.2,M,0,320
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA2,No-take.Armstrong.Little_Armstrong_Bay_West.HA2.3,M,0,321
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA2,No-take.Armstrong.Little_Armstrong_Bay_West.HA2.4,M,0,322
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.HA2,No-take.Armstrong.Little_Armstrong_Bay_West.HA2.5,M,0,323
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.THJ,No-take.Armstrong.Little_Armstrong_Bay_West.THJ.1,M,0,324
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.THJ,No-take.Armstrong.Little_Armstrong_Bay_West.THJ.2,M,1,325
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.THJ,No-take.Armstrong.Little_Armstrong_Bay_West.THJ.3,M,1,326
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.THJ,No-take.Armstrong.Little_Armstrong_Bay_West.THJ.4,M,0,327
Armstrong,No-take,No-take.Armstrong.Little_Armstrong_Bay_West.THJ,No-take.Armstrong.Little_Armstrong_Bay_West.THJ.5,M,1,328
Green_Island,Fished,Fished.Green_Island.East_Strickland.AT,Fished.Green_Island.East_Strickland.AT.1,M,0,329
Green_Island,Fished,Fished.Green_Island.East_Strickland.AT,Fished.Green_Island.East_Strickland.AT.2,M,0,330
Green_Island,Fished,Fished.Green_Island.East_Strickland.AT,Fished.Green_Island.East_Strickland.AT.3,M,1,331
Green_Island,Fished,Fished.Green_Island.East_Strickland.AT,Fished.Green_Island.East_Strickland.AT.4,M,0,332
Green_Island,Fished,Fished.Green_Island.East_Strickland.AT,Fished.Green_Island.East_Strickland.AT.5,M,0,333
Green_Island,Fished,Fished.Green_Island.East_Strickland.EPJ,Fished.Green_Island.East_Strickland.EPJ.1,M,0,334
Green_Island,Fished,Fished.Green_Island.East_Strickland.EPJ,Fished.Green_Island.East_Strickland.EPJ.2,M,0,335
Green_Island,Fished,Fished.Green_Island.East_Strickland.EPJ,Fished.Green_Island.East_Strickland.EPJ.3,M,0,336
Green_Island,Fished,Fished.Green_Island.East_Strickland.EPJ,Fished.Green_Island.East_Strickland.EPJ.4,M,0,337
Green_Island,Fished,Fished.Green_Island.East_Strickland.EPJ,Fished.Green_Island.East_Strickland.EPJ.5,M,1,338
Green_Island,Fished,Fished.Green_Island.East_Strickland.ST,Fished.Green_Island.East_Strickland.ST.1,M,0,339
Green_Island,Fished,Fished.Green_Island.East_Strickland.ST,Fished.Green_Island.East_Strickland.ST.2,M,1,340
Green_Island,Fished,Fished.Green_Island.East_Strickland.ST,Fished.Green_Island.East_Strickland.ST.3,M,0,341
Green_Island,Fished,Fished.Green_Island.East_Strickland.ST,Fished.Green_Island.East_Strickland.ST.4,M,0,342
Green_Island,Fished,Fished.Green_Island.East_Strickland.ST,Fished.Green_Island.East_Strickland.ST.5,M,0,343
Green_Island,Fished,Fished.Green_Island.Strickland_West.BS,Fished.Green_Island.Strickland_West.BS.1,M,1,344
Green_Island,Fished,Fished.Green_Island.Strickland_West.BS,Fished.Green_Island.Strickland_West.BS.2,M,0,345
Green_Island,Fished,Fished.Green_Island.Strickland_West.BS,Fished.Green_Island.Strickland_West.BS.3,M,0,346
Green_Island,Fished,Fished.Green_Island.Strickland_West.BS,Fished.Green_Island.Strickland_West.BS.4,M,0,347
Green_Island,Fished,Fished.Green_Island.Strickland_West.BS,Fished.Green_Island.Strickland_West.BS.5,M,0,348
Green_Island,Fished,Fished.Green_Island.Strickland_West.LC,Fished.Green_Island.Strickland_West.LC.1,M,0,349
Green_Island,Fished,Fished.Green_Island.Strickland_West.LC,Fished.Green_Island.Strickland_West.LC.2,M,0,350
Green_Island,Fished,Fished.Green_Island.Strickland_West.LC,Fished.Green_Island.Strickland_West.LC.3,M,2,351
Green_Island,Fished,Fished.Green_Island.Strickland_West.LC,Fished.Green_Island.Strickland_West.LC.4,M,0,352
Green_Island,Fished,Fished.Green_Island.Strickland_West.LC,Fished.Green_Island.Strickland_West.LC.5,M,3,353
Green_Island,Fished,Fished.Green_Island.Strickland_West.SR,Fished.Green_Island.Strickland_West.SR.1,M,0,354
Green_Island,Fished,Fished.Green_Island.Strickland_West.SR,Fished.Green_Island.Strickland_West.SR.2,M,0,355
Green_Island,Fished,Fished.Green_Island.Strickland_West.SR,Fished.Green_Island.Strickland_West.SR.3,M,0,356
Green_Island,Fished,Fished.Green_Island.Strickland_West.SR,Fished.Green_Island.Strickland_West.SR.4,M,0,357
Green_Island,Fished,Fished.Green_Island.Strickland_West.SR,Fished.Green_Island.Strickland_West.SR.5,M,0,358
Green_Island,No-take,No-take.Green_Island.Green_Island.AT,No-take.Green_Island.Green_Island.AT.1,M,0,359
Green_Island,No-take,No-take.Green_Island.Green_Island.AT,No-take.Green_Island.Green_Island.AT.2,M,1,360
Green_Island,No-take,No-take.Green_Island.Green_Island.AT,No-take.Green_Island.Green_Island.AT.3,M,2,361
Green_Island,No-take,No-take.Green_Island.Green_Island.AT,No-take.Green_Island.Green_Island.AT.4,M,1,362
Green_Island,No-take,No-take.Green_Island.Green_Island.AT,No-take.Green_Island.Green_Island.AT.5,M,1,363
Green_Island,No-take,No-take.Green_Island.Green_Island.EPJ,No-take.Green_Island.Green_Island.EPJ.1,M,0,364
Green_Island,No-take,No-take.Green_Island.Green_Island.EPJ,No-take.Green_Island.Green_Island.EPJ.2,M,0,365
Green_Island,No-take,No-take.Green_Island.Green_Island.EPJ,No-take.Green_Island.Green_Island.EPJ.3,M,0,366
Green_Island,No-take,No-take.Green_Island.Green_Island.EPJ,No-take.Green_Island.Green_Island.EPJ.4,M,0,367
Green_Island,No-take,No-take.Green_Island.Green_Island.EPJ,No-take.Green_Island.Green_Island.EPJ.5,M,0,368
Green_Island,No-take,No-take.Green_Island.Green_Island.ST,No-take.Green_Island.Green_Island.ST.1,M,1,369
Green_Island,No-take,No-take.Green_Island.Green_Island.ST,No-take.Green_Island.Green_Island.ST.2,M,0,370
Green_Island,No-take,No-take.Green_Island.Green_Island.ST,No-take.Green_Island.Green_Island.ST.3,M,0,371
Green_Island,No-take,No-take.Green_Island.Green_Island.ST,No-take.Green_Island.Green_Island.ST.4,M,0,372
Green_Island,No-take,No-take.Green_Island.Green_Island.ST,No-take.Green_Island.Green_Island.ST.5,M,1,373
Green_Island,No-take,No-take.Green_Island.Mary_Cove.BS,No-take.Green_Island.Mary_Cove.BS.1,M,12,374
Green_Island,No-take,No-take.Green_Island.Mary_Cove.BS,No-take.Green_Island.Mary_Cove.BS.2,M,0,375
Green_Island,No-take,No-take.Green_Island.Mary_Cove.BS,No-take.Green_Island.Mary_Cove.BS.3,M,9,376
Green_Island,No-take,No-take.Green_Island.Mary_Cove.BS,No-take.Green_Island.Mary_Cove.BS.4,M,3,377
Green_Island,No-take,No-take.Green_Island.Mary_Cove.BS,No-take.Green_Island.Mary_Cove.BS.5,M,5,378
Green_Island,No-take,No-take.Green_Island.Mary_Cove.LC,No-take.Green_Island.Mary_Cove.LC.1,M,2,379
Green_Island,No-take,No-take.Green_Island.Mary_Cove.LC,No-take.Green_Island.Mary_Cove.LC.2,M,0,380
Green_Island,No-take,No-take.Green_Island.Mary_Cove.LC,No-take.Green_Island.Mary_Cove.LC.3,M,0,381
Green_Island,No-take,No-take.Green_Island.Mary_Cove.LC,No-take.Green_Island.Mary_Cove.LC.4,M,0,382
Green_Island,No-take,No-take.Green_Island.Mary_Cove.LC,No-take.Green_Island.Mary_Cove.LC.5,M,2,383
Green_Island,No-take,No-take.Green_Island.Mary_Cove.SRJ,No-take.Green_Island.Mary_Cove.SRJ.1,M,0,384
Green_Island,No-take,No-take.Green_Island.Mary_Cove.SRJ,No-take.Green_Island.Mary_Cove.SRJ.2,M,0,385
Green_Island,No-take,No-take.Green_Island.Mary_Cove.SRJ,No-take.Green_Island.Mary_Cove.SRJ.3,M,0,386
Green_Island,No-take,No-take.Green_Island.Mary_Cove.SRJ,No-take.Green_Island.Mary_Cove.SRJ.4,M,0,387
Green_Island,No-take,No-take.Green_Island.Mary_Cove.SRJ,No-take.Green_Island.Mary_Cove.SRJ.5,M,1,388
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.LB,Fished.Parker_Pt.East_Salmon_Bay.LB.1,M,0,389
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.LB,Fished.Parker_Pt.East_Salmon_Bay.LB.2,M,1,390
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.LB,Fished.Parker_Pt.East_Salmon_Bay.LB.3,M,0,391
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.LB,Fished.Parker_Pt.East_Salmon_Bay.LB.4,M,0,392
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.LB,Fished.Parker_Pt.East_Salmon_Bay.LB.5,M,0,393
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SC,Fished.Parker_Pt.East_Salmon_Bay.SC.1,M,1,394
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SC,Fished.Parker_Pt.East_Salmon_Bay.SC.2,M,5,395
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SC,Fished.Parker_Pt.East_Salmon_Bay.SC.3,M,1,396
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SC,Fished.Parker_Pt.East_Salmon_Bay.SC.4,M,2,397
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SC,Fished.Parker_Pt.East_Salmon_Bay.SC.5,M,1,398
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SRJ,Fished.Parker_Pt.East_Salmon_Bay.SRJ.1,M,1,399
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SRJ,Fished.Parker_Pt.East_Salmon_Bay.SRJ.2,M,0,400
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SRJ,Fished.Parker_Pt.East_Salmon_Bay.SRJ.3,M,0,401
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SRJ,Fished.Parker_Pt.East_Salmon_Bay.SRJ.4,M,1,402
Parker_Pt,Fished,Fished.Parker_Pt.East_Salmon_Bay.SRJ,Fished.Parker_Pt.East_Salmon_Bay.SRJ.5,M,0,403
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.BS,Fished.Parker_Pt.Parker_Point.BS.1,M,4,404
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.BS,Fished.Parker_Pt.Parker_Point.BS.2,M,2,405
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.BS,Fished.Parker_Pt.Parker_Point.BS.3,M,2,406
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.BS,Fished.Parker_Pt.Parker_Point.BS.4,M,22,407
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.BS,Fished.Parker_Pt.Parker_Point.BS.5,M,21,408
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.LC,Fished.Parker_Pt.Parker_Point.LC.1,M,0,409
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.LC,Fished.Parker_Pt.Parker_Point.LC.2,M,0,410
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.LC,Fished.Parker_Pt.Parker_Point.LC.3,M,0,411
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.LC,Fished.Parker_Pt.Parker_Point.LC.4,M,0,412
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.LC,Fished.Parker_Pt.Parker_Point.LC.5,M,0,413
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.SRJ,Fished.Parker_Pt.Parker_Point.SRJ.1,M,0,414
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.SRJ,Fished.Parker_Pt.Parker_Point.SRJ.2,M,0,415
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.SRJ,Fished.Parker_Pt.Parker_Point.SRJ.3,M,0,416
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.SRJ,Fished.Parker_Pt.Parker_Point.SRJ.4,M,0,417
Parker_Pt,Fished,Fished.Parker_Pt.Parker_Point.SRJ,Fished.Parker_Pt.Parker_Point.SRJ.5,M,0,418
Parker_Pt,No-take,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.1,M,0,419
Parker_Pt,No-take,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.2,M,0,420
Parker_Pt,No-take,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.3,M,0,421
Parker_Pt,No-take,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,M,0,422
Parker_Pt,No-take,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,M,0,423
Parker_Pt,No-take,No-take.Parker_Pt.East_Salmon.JAT,No-take.Parker_Pt.East_Salmon.JAT.1,M,0,424
Parker_Pt,No-take,No-take.Parker_Pt.East_Salmon.JAT,No-take.Parker_Pt.East_Salmon.JAT.2,M,0,425
