sanctuary,status,site,transect.id,metric,count,sample.no
Parker_Pt,No-take,Little Salmon_Bay,AH.3,MtoF,0.4,544
Parker_Pt,No-take,Little Salmon_Bay,AH.4,MtoF,0.058823529411764705,545
Parker_Pt,No-take,Little Salmon_Bay,AH.5,MtoF,0.2,546
Parker_Pt,No-take,Little Salmon_Bay,EAA.1,MtoF,0,547
Parker_Pt,No-take,Little Salmon_Bay,EAA.2,MtoF,0.2,548
Parker_Pt,No-take,Little Salmon_Bay,EAA.3,MtoF,0.3333333333333333,549
Parker_Pt,No-take,Little Salmon_Bay,EAA.4,MtoF,0,550
Parker_Pt,No-take,Little Salmon_Bay,EAA.5,MtoF,0,551
Parker_Pt,No-take,Little Salmon_Bay,JH.1,MtoF,0.14285714285714285,552
Parker_Pt,No-take,Little Salmon_Bay,JH.2,MtoF,0,553
Parker_Pt,No-take,Little Salmon_Bay,JH.3,MtoF,0,554
Parker_Pt,No-take,Little Salmon_Bay,JH.4,MtoF,0,555
Parker_Pt,No-take,Little Salmon_Bay,JH.5,MtoF,0,556
Armstrong,Fished,Geordie_Bay,AT.1,school.count,0,557
Armstrong,Fished,Geordie_Bay,AT.2,school.count,2,558
Armstrong,Fished,Geordie_Bay,AT.3,school.count,2,559
Armstrong,Fished,Geordie_Bay,AT.4,school.count,1,560
Armstrong,Fished,Geordie_Bay,AT.5,school.count,3,561
Armstrong,Fished,Geordie_Bay,EPJ.1,school.count,0,562
Armstrong,Fished,Geordie_Bay,EPJ.2,school.count,0,563
Armstrong,Fished,Geordie_Bay,EPJ.3,school.count,3,564
Armstrong,Fished,Geordie_Bay,EPJ.4,school.count,0,565
Armstrong,Fished,Geordie_Bay,EPJ.5,school.count,0,566
Armstrong,Fished,Geordie_Bay,ST.1,school.count,4,567
Armstrong,Fished,Geordie_Bay,ST.2,school.count,0,568
Armstrong,Fished,Geordie_Bay,ST.3,school.count,0,569
Armstrong,Fished,Geordie_Bay,ST.4,school.count,0,570
Armstrong,Fished,Longreach_Bay,AAE.1,school.count,3,571
Armstrong,Fished,Longreach_Bay,AAE.2,school.count,0,572
Armstrong,Fished,Longreach_Bay,AAE.3,school.count,1,573
Armstrong,Fished,Longreach_Bay,AAE.4,school.count,6,574
Armstrong,Fished,Longreach_Bay,AAE.5,school.count,0,575
Armstrong,Fished,Longreach_Bay,HA.1,school.count,1,576
Armstrong,Fished,Longreach_Bay,HA.2,school.count,0,577
Armstrong,Fished,Longreach_Bay,HA.3,school.count,1,578
Armstrong,Fished,Longreach_Bay,HA.4,school.count,0,579
Armstrong,Fished,Longreach_Bay,HA.5,school.count,1,580
Armstrong,Fished,Longreach_Bay,JH.1,school.count,1,581
Armstrong,Fished,Longreach_Bay,JH.2,school.count,1,582
Armstrong,Fished,Longreach_Bay,JH.3,school.count,1,583
Armstrong,Fished,Longreach_Bay,JH.4,school.count,0,584
Armstrong,Fished,Longreach_Bay,JH.5,school.count,0,585
Armstrong,Fished,Parakeet_Bay,AAE.1,school.count,0,586
Armstrong,Fished,Parakeet_Bay,AAE.2,school.count,3,587
Armstrong,Fished,Parakeet_Bay,AAE.3,school.count,0,588
Armstrong,Fished,Parakeet_Bay,AAE.4,school.count,1,589
Armstrong,Fished,Parakeet_Bay,AAE.5,school.count,2,590
Armstrong,Fished,Parakeet_Bay,HA.1,school.count,3,591
Armstrong,Fished,Parakeet_Bay,HA.2,school.count,1,592
Armstrong,Fished,Parakeet_Bay,HA.3,school.count,2,593
Armstrong,Fished,Parakeet_Bay,HA.4,school.count,1,594
Armstrong,Fished,Parakeet_Bay,HA.5,school.count,0,595
Armstrong,Fished,Parakeet_Bay,JH.1,school.count,1,596
Armstrong,Fished,Parakeet_Bay,JH.2,school.count,1,597
Armstrong,Fished,Parakeet_Bay,JH.3,school.count,1,598
Armstrong,Fished,Parakeet_Bay,JH.4,school.count,1,599
Armstrong,Fished,Parakeet_Bay,JH.5,school.count,4,600
Armstrong,Fished,Ricey_Beach,AT.1,school.count,3,601
Armstrong,Fished,Ricey_Beach,AT.2,school.count,2,602
Armstrong,Fished,Ricey_Beach,AT.3,school.count,6,603
Armstrong,Fished,Ricey_Beach,AT.4,school.count,0,604
Armstrong,Fished,Ricey_Beach,AT.5,school.count,2,605
Armstrong,Fished,Ricey_Beach,EPJ.1,school.count,3,606
Armstrong,Fished,Ricey_Beach,EPJ.2,school.count,4,607
Armstrong,Fished,Ricey_Beach,EPJ.3,school.count,2,608
Armstrong,Fished,Ricey_Beach,EPJ.4,school.count,3,609
Armstrong,Fished,Ricey_Beach,EPJ.5,school.count,2,610
Armstrong,Fished,Ricey_Beach,ST.1,school.count,5,611
Armstrong,Fished,Ricey_Beach,ST.2,school.count,3,612
Armstrong,Fished,Ricey_Beach,ST.3,school.count,3,613
Armstrong,Fished,Ricey_Beach,ST.4,school.count,4,614
Armstrong,Fished,Ricey_Beach,ST.5,school.count,1,615
Armstrong,No-take,Little_Armstrong_Bay,AAE.1,school.count,2,616
Armstrong,No-take,Little_Armstrong_Bay,AAE.10,school.count,0,617
Armstrong,No-take,Little_Armstrong_Bay,AAE.2,school.count,2,618
Armstrong,No-take,Little_Armstrong_Bay,AAE.3,school.count,2,619
Armstrong,No-take,Little_Armstrong_Bay,AAE.4,school.count,1,620
Armstrong,No-take,Little_Armstrong_Bay,AAE.5,school.count,1,621
Armstrong,No-take,Little_Armstrong_Bay,AAE.6,school.count,1,622
Armstrong,No-take,Little_Armstrong_Bay,AAE.7,school.count,1,623
Armstrong,No-take,Little_Armstrong_Bay,AAE.8,school.count,1,624
Armstrong,No-take,Little_Armstrong_Bay,AAE.9,school.count,2,625
Armstrong,No-take,Little_Armstrong_Bay,THJ.1,school.count,0,626
Armstrong,No-take,Little_Armstrong_Bay,THJ.10,school.count,2,627
Armstrong,No-take,Little_Armstrong_Bay,THJ.2,school.count,1,628
Armstrong,No-take,Little_Armstrong_Bay,THJ.3,school.count,1,629
Armstrong,No-take,Little_Armstrong_Bay,THJ.4,school.count,1,630
Armstrong,No-take,Little_Armstrong_Bay,THJ.5,school.count,2,631
Armstrong,No-take,Little_Armstrong_Bay,THJ.6,school.count,2,632
Armstrong,No-take,Little_Armstrong_Bay,THJ.7,school.count,2,633
Armstrong,No-take,Little_Armstrong_Bay,THJ.8,school.count,2,634
Armstrong,No-take,Little_Armstrong_Bay,THJ.9,school.count,2,635
Green_Island,Fished,East_Strickland,AT.1,school.count,1,636
Green_Island,Fished,East_Strickland,AT.2,school.count,1,637
Green_Island,Fished,East_Strickland,AT.3,school.count,2,638
Green_Island,Fished,East_Strickland,AT.4,school.count,1,639
Green_Island,Fished,East_Strickland,AT.5,school.count,2,640
Green_Island,Fished,East_Strickland,EPJ.1,school.count,3,641
Green_Island,Fished,East_Strickland,EPJ.2,school.count,2,642
Green_Island,Fished,East_Strickland,EPJ.3,school.count,1,643
Green_Island,Fished,East_Strickland,EPJ.4,school.count,2,644
Green_Island,Fished,East_Strickland,EPJ.5,school.count,1,645
Green_Island,Fished,East_Strickland,ST.1,school.count,1,646
Green_Island,Fished,East_Strickland,ST.2,school.count,2,647
Green_Island,Fished,East_Strickland,ST.3,school.count,2,648
Green_Island,Fished,East_Strickland,ST.4,school.count,2,649
Green_Island,Fished,East_Strickland,ST.5,school.count,2,650
Green_Island,No-take,Green_Island,AT.1,school.count,3,651
Green_Island,No-take,Green_Island,AT.2,school.count,3,652
Green_Island,No-take,Green_Island,AT.3,school.count,4,653
Green_Island,No-take,Green_Island,AT.4,school.count,2,654
Green_Island,No-take,Green_Island,AT.5,school.count,3,655
Green_Island,No-take,Green_Island,EPJ.1,school.count,6,656
Green_Island,No-take,Green_Island,EPJ.2,school.count,2,657
Green_Island,No-take,Green_Island,EPJ.3,school.count,3,658
Green_Island,No-take,Green_Island,EPJ.4,school.count,3,659
Green_Island,No-take,Green_Island,EPJ.5,school.count,3,660
Green_Island,No-take,Green_Island,ST.1,school.count,4,661
Green_Island,No-take,Green_Island,ST.2,school.count,0,662
Green_Island,No-take,Green_Island,ST.3,school.count,1,663
Green_Island,No-take,Green_Island,ST.4,school.count,1,664
Green_Island,No-take,Green_Island,ST.5,school.count,1,665
Parker_Pt,No-take,East_Salmon,EP.1,school.count,1,666
Parker_Pt,No-take,East_Salmon,EP.2,school.count,4,667
Parker_Pt,No-take,East_Salmon,EP.3,school.count,4,668
Parker_Pt,No-take,East_Salmon,EP.4,school.count,1,669
Parker_Pt,No-take,East_Salmon,EP.5,school.count,1,670
Parker_Pt,No-take,East_Salmon,JAT.1,school.count,1,671
Parker_Pt,No-take,East_Salmon,JAT.2,school.count,4,672
Parker_Pt,No-take,East_Salmon,JAT.3,school.count,4,673
Parker_Pt,No-take,East_Salmon,JAT.4,school.count,9,674
Parker_Pt,No-take,East_Salmon,JAT.5,school.count,7,675
Parker_Pt,No-take,East_Salmon,ST.1,school.count,5,676
Parker_Pt,No-take,East_Salmon,ST.2,school.count,4,677
Parker_Pt,No-take,East_Salmon,ST.3,school.count,6,678
Parker_Pt,No-take,East_Salmon,ST.4,school.count,1,679
Parker_Pt,No-take,East_Salmon,ST.5,school.count,7,680
Parker_Pt,No-take,Little Salmon_Bay,AH.1,school.count,4,681
Parker_Pt,No-take,Little Salmon_Bay,AH.2,school.count,2,682
Parker_Pt,No-take,Little Salmon_Bay,AH.3,school.count,3,683
Parker_Pt,No-take,Little Salmon_Bay,AH.4,school.count,4,684
Parker_Pt,No-take,Little Salmon_Bay,AH.5,school.count,2,685
Parker_Pt,No-take,Little Salmon_Bay,EAA.1,school.count,1,686
Parker_Pt,No-take,Little Salmon_Bay,EAA.2,school.count,2,687
Parker_Pt,No-take,Little Salmon_Bay,EAA.3,school.count,2,688
Parker_Pt,No-take,Little Salmon_Bay,EAA.4,school.count,2,689
Parker_Pt,No-take,Little Salmon_Bay,EAA.5,school.count,2,690
Parker_Pt,No-take,Little Salmon_Bay,JH.1,school.count,2,691
Parker_Pt,No-take,Little Salmon_Bay,JH.2,school.count,2,692
Parker_Pt,No-take,Little Salmon_Bay,JH.3,school.count,2,693
Parker_Pt,No-take,Little Salmon_Bay,JH.4,school.count,1,694
Parker_Pt,No-take,Little Salmon_Bay,JH.5,school.count,1,695
