sanctuary,site,status,date,time,group.no,groupID,transect,length.mm,stage,school,comments
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,4,110,F,5,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,200,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,AT,5,150,F,7,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,80,F,1,started 8.30am
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,200,F,2,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,110,F,2,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,1,190,F,3,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,2,180,F,4,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,2,120,F,5,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,3,90,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,3,100,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,200,F,7,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,100,F,7,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,60,F,7,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,80,F,7,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,40,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,75,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,60,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,4,55,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,50,F,9,transect was a bit short due to conditions
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,80,F,9,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,EPJ,5,180,M,9,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,100,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,110,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,180,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,290,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,180,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,150,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,190,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,130,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,160,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,110,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,120,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,1,190,F,1,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,2,320,M,2,Mostly seagrass
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,2,180,F,3,Mostly seagrass
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,150,F,4,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,140,F,5,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,130,F,5,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,3,180,F,5,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,4,120,F,6,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,4,120,F,7,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,120,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,120,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,110,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,220,F,8,NA
Green_Island,East_Strickland,Fished,1/18/2019,815,1,ST,5,250,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,120,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,130,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,70,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,80,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,180,F,2,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,1,90,F,3,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,2,150,F,4,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,2,250,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,2,300,M,6,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,80,F,7,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,90,F,8,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,250,M,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,90,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,80,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,70,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,250,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,120,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,70,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,170,F,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,110,F,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,120,F,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,140,F,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,60,F,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,70,F,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,3,250,M,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,4,270,M,11,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,4,70,F,12,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,60,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,180,F,14,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,200,F,15,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,200,F,15,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,150,F,15,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,AT,5,300,M,15,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,50,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,40,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,40,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,80,F,2,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,70,F,3,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,75,F,4,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,60,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,1,75,F,6,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,200,F,7,2-2.5 metres deep
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,75,F,7,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,65,F,7,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,50,F,7,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,2,40,F,8,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,100,F,9,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,180,F,10,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,40,F,11,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,3,50,F,11,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,190,F,12,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,100,F,12,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,100,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,80,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,50,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,180,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,200,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,70,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,60,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,60,F,13,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,4,40,j,14,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,200,F,15,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,190,F,15,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,180,F,16,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,80,F,16,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,EPJ,5,40,J,17,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,220,F,1,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,320,M,2,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,150,F,3,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,1,130,F,4,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,2,NA,NA,NA,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,3,150,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,280,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,120,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,120,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,120,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,110,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,150,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,130,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,130,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,4,180,F,5,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,320,M,6,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,150,F,6,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,140,F,6,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,220,F,6,NA
Green_Island,Green_Island,No-take,1/18/2019,1010,1,ST,5,180,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,100,J,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,2,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,150,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,1,100,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,2,250,F,4,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,2,150,F,5,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,150,F,10,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,3,350,M,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,4,NA,NA,NA,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,5,150,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,5,150,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,5,150,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,5,150,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,AT,5,150,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,220,M,1,2m depth
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,75,F,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,70,F,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,60,F,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,50,F,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,90,F,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,60,F,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,70,F,2,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,100,F,2,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,220,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,250,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,150,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,50,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,60,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,70,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,95,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,55,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,1,100,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,150,F,4,shallow along reeF 0.5m to 1m
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,75,F,4,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,60,F,4,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,80,F,5,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,75,F,5,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,60,F,5,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,100,F,5,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,65,F,5,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,90,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,75,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,100,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,60,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,80,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,50,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,200,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,220,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,75,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,2,70,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,3,55,F,8,1m
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,3,80,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,30,J,10,rocky
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,120,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,130,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,50,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,60,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,60,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,60,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,50,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,90,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,80,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,85,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,70,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,50,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,55,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,50,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,55,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,150,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,50,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,60,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,70,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,55,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,75,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,65,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,50,F,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,190,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,55,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,60,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,50,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,70,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,80,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,60,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,80,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,4,70,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,100,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,90,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,75,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,60,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,50,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,120,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,95,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,80,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,70,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,70,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,60,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,50,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,50,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1415,1,EPJ,5,60,F,14,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,1,220,F,1,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,1,200,F,2,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,1,120,F,3,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,1,110,F,4,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,1,120,F,5,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,80,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,90,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,100,F,6,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,250,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,180,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,130,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,110,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,150,F,7,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,190,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,170,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,180,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,160,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,160,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,160,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,160,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,150,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,150,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,150,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,110,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,110,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,110,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,110,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,100,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,100,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,200,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,200,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,150,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,180,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,2,180,F,8,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,280,M,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,130,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,130,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,130,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,150,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,150,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,180,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,180,F,9,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,300,M,10,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,80,J,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,80,J,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,70,J,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,80,J,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,80,J,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,3,80,J,11,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,4,90,F,12,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,4,290,M,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,4,220,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,4,130,F,13,NA
Armstrong,Ricey_Beach,Fished,1/18/2019,1420,1,ST,4,140,F,13,NA
