sanctuary,site,status,date,time,group.no,groupID,transect,length.mm,stage,school,comments,number,group.id,transect.id,school.id,row.id
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,2,50,F,3,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.2,East_Salmon.2.EP.3,58
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,2,60,F,4,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.2,East_Salmon.2.EP.4,59
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,2,50,F,5,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.2,East_Salmon.2.EP.5,60
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,2,60,F,5,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.2,East_Salmon.2.EP.5,61
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,2,200,F,5,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.2,East_Salmon.2.EP.5,62
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,3,60,F,6,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.3,East_Salmon.3.EP.6,63
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,3,70,F,6,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.3,East_Salmon.3.EP.6,64
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,3,70,F,6,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.3,East_Salmon.3.EP.6,65
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,3,100,F,7,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.3,East_Salmon.3.EP.7,66
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,3,90,F,8,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.3,East_Salmon.3.EP.8,67
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,3,85,F,9,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.3,East_Salmon.3.EP.9,68
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,4,80,F,10,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,East_Salmon.4.EP.10,69
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,4,50,F,10,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,East_Salmon.4.EP.10,70
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,4,100,F,10,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,East_Salmon.4.EP.10,71
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,4,150,F,10,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,East_Salmon.4.EP.10,72
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,4,60,F,10,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,East_Salmon.4.EP.10,73
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,4,60,F,10,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,East_Salmon.4.EP.10,74
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,4,60,F,10,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.4,East_Salmon.4.EP.10,75
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,50,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,76
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,60,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,77
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,60,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,78
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,80,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,79
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,90,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,80
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,100,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,81
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,50,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,82
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,75,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,83
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,60,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,84
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,120,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,85
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,130,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,86
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,40,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,87
Parker_Pt,East_Salmon,No-take,17/1/2019,900,1,EP,5,50,F,11,NA,1,No-take.Parker_Pt.East_Salmon.EP,No-take.Parker_Pt.East_Salmon.EP.5,East_Salmon.5.EP.11,88
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,1,150,F,1,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.1,East_Salmon.1.ST.1,89
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,1,120,F,2,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.1,East_Salmon.1.ST.2,90
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,1,110,F,3,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.1,East_Salmon.1.ST.3,91
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,1,150,F,4,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.1,East_Salmon.1.ST.4,92
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,1,120,F,5,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.1,East_Salmon.1.ST.5,93
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,2,110,F,6,More sandy,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.2,East_Salmon.2.ST.6,94
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,2,100,F,7,More sandy,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.2,East_Salmon.2.ST.7,95
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,2,90,F,8,More sandy,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.2,East_Salmon.2.ST.8,96
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,2,120,F,9,More sandy,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.2,East_Salmon.2.ST.9,97
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,250,F,10,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.10,98
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,120,F,11,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.11,99
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,220,F,12,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.12,100
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,110,F,12,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.12,101
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,120,F,12,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.12,102
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,130,F,12,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.12,103
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,130,F,13,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.13,104
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,120,F,14,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.14,105
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,3,280,M,15,NA,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.3,East_Salmon.3.ST.15,106
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,4,130,F,16,More reef than reef edge,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.4,East_Salmon.4.ST.16,107
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,300,M,17,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.17,108
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,120,F,17,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.17,109
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,120,F,17,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.17,110
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,120,F,17,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.17,111
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,110,F,17,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.17,112
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,140,F,18,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.18,113
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,310,M,19,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.19,114
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,150,F,19,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.19,115
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,130,F,19,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.19,116
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,310,M,20,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.20,117
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,290,M,21,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.21,118
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,250,F,21,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.21,119
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,240,F,21,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.21,120
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,140,F,22,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.22,121
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,330,M,23,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.23,122
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,240,F,23,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.23,123
Parker_Pt,East_Salmon,No-take,17/1/2019,930,1,ST,5,130,F,23,Males appeared to increase in abundance with depth,1,No-take.Parker_Pt.East_Salmon.ST,No-take.Parker_Pt.East_Salmon.ST.5,East_Salmon.5.ST.23,124
