Id,dst_jettie,dst_moorin,dst_cst,dst_sank,depth,zone,X,Y,coords.x1,coords.x2,optional,year,ID_1,Pots,FID_,POINT_X,POINT_Y,id,lat,lon
0,717.857,446.928,314.977,364.104,-6.94829,N,360006.6003,6460064.0538,360006.60030000005,6460064.0538,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98683857453248,115.51817270014283
0,543.421,272.755,280.122,515.503,-9.19923,N,360161.1546,6459976.8566,360161.1546,6459976.8566,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987644079933684,115.51979555617656
0,551.999,281.058,267.622,500.799,-8.69581,N,360145.5217,6459974.0157,360145.5217000004,6459974.0157,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98766777141599,115.51962971650556
0,560.891,289.985,255.488,486.164,-8.41658,N,360133.2645,6459969.9076,360133.2644999996,6459969.9076,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987703308147,115.5194994150014
0,560.891,289.985,255.488,486.164,-8.41658,N,360133.2645,6459969.9076,360133.2644999996,6459969.9076,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987703308147,115.5194994150014
0,543.95,273.167,248.194,497.419,-5.0736,N,360142.4158,6459955.5851,360142.4157999996,6459955.5851,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987833610003264,115.51959417962041
0,556.149,285.644,240.056,482.501,-7.14231,N,360126.783,6459952.7441,360126.7829999998,6459952.7441,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987857302124024,115.51942834060908
0,534.916,263.955,260.955,511.879,-6.44094,N,360156.9295,6459958.4106,360156.9294999996,6459958.4106,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987809919292527,115.51974817391722
0,529.988,259.274,245.969,508.45,-4.44302,N,360151.5672,6459941.2625,360151.5672000004,6459941.2625,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.98796391270842,115.51968894554645
0,543.513,273.487,230.171,489.238,-6.17088,N,360133.696,6459938.3909,360133.69600000046,6459938.3909,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987987604526335,115.51949941494033
0,568.393,297.682,282.123,495.002,-9.65676,N,360143.0137,6459993.683,360143.0137,6459993.683,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987490086116935,115.51960602594066
0,553.062,282.875,292.559,514.994,-9.99761,N,360159.8197,6459992.5996,360159.8196999999,6459992.5996,TRUE,2014,NA,NA,NA,NA,NA,NA,-31.987501931999393,115.51978371062701
